id,title,duration,technology,type,boxoffice,first_boxoffice,actor,issue_company,manu_company,release_date,year,month,day,day_of_week,quarter,week,type_list,num_types,genre_剧情,genre_爱情,genre_喜剧,genre_动作,genre_惊悚,genre_动画,genre_悬疑,genre_冒险,genre_犯罪,genre_战争,genre_恐怖,genre_奇幻,genre_儿童,genre_纪录片,genre_青春,technology_list,technology_2D,technology_3D,technology_IMAX,year_2000,year_2001,year_2002,year_2003,year_2004,year_2005,year_2006,year_2007,year_2008,year_2009,year_2010,year_2011,year_2012,year_2013,year_2014,year_2015,year_2016,year_2017,year_2018,year_2019,is_weekend,springfestival,summer,nationalday
1471,白发魔女传之明月天国,111.0,2D/3D/IMAX,古装/武侠/动作,38914.801,22374.0,范冰冰 Bingbing Fan;;;黄晓明 Xiaoming Huang;;;赵文卓 Vincent Zhao;;;王学兵 Xuebing Wang;;;倪大红 Dahong Ni;;;童瑶 Yao Tong;;;李欣汝 Shera Li;;;严屹宽 Yikuan Yan;;;叶童 Cecilia Yip,";;;万达影视传媒有限公司 Wanda Media Co., Ltd;;;华夏电影发行有限责任公司 Huaxia Film Distribution Co.,Ltd",";;;幸福蓝海影视文化集团股份有限公司 Omnijoi Media Corporation Co.,Ltd;;;优酷土豆股份有限公司 Youku Tudou Co.,Ltd;;;万达影视传媒有限公司 Wanda Media Co., Ltd;;;博纳影视娱乐有限公司 Bona Entertainment Co.,Ltd",2014-07-31,2014,7,31,3,3,31,"['古装', '武侠', '动作']",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"['2D', '3D', 'IMAX']",1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,False,True,False
1472,亲爱的,130.0,2D,剧情/家庭,34496.699,10255.0,赵薇 Vicki Zhao;;;黄渤 Bo Huang;;;佟大为 Dawei Tong;;;郝蕾 Lei Hao;;;张译 Yi Zhang;;;张雨绮 Kitty Zhang;;;张国强 Guoqiang Zhang,";;;东阳光线影业有限公司 Dongyang Enlight Pictures Co.,Ltd;;;我们亚博思电影发行（北京）有限公司 Wo Men Ya Bo Si Film Distribution (Beijing) Co., LTD;;;星美（北京）影业有限公司 Stellar Mega Films Limited;;;北京嘉映影业有限公司 Beijing Jiaying Pictures Co.,Ltd",";;;星美（北京）影业有限公司 Stellar Mega Films Limited;;;我们制作有限公司 We Productions Co.,Ltd;;;北京光线影业有限公司 Beijing Enlight Pictures Co.,Ltd;;;北京嘉映影业有限公司 Beijing Jiaying Pictures Co.,Ltd;;; 上海三次元影视传媒有限公司 Shanghai Sanciyuan Entertainment Co.,Ltd;;;黄渤工作室 Huangbo Studio;;;北京普林赛斯文化传播有限责任公司 Beijing PULIN Production Co.,Ltd;;; 北京快乐新升文化传播有限公司 Beijing Kuaile Xinsheng Media Co.,Ltd",2014-09-25,2014,9,25,3,3,39,"['剧情', '家庭']",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['2D'],1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,False,False,False
1473,窃听风云3,131.0,2D/IMAX,犯罪/惊悚/动作/悬疑,30870.199,15244.0,古天乐 Louis Koo;;;刘青云 Ching Wan Lau;;;吴彦祖 Daniel Wu;;;周迅 Xun Zhou;;;叶璇 Michelle Ye;;;方中信 Alex Fong;;;曾江 Kenneth Tsang;;;吴孟达 Man Tat Ng;;;黄磊 Lei Huang;;;林家栋 Ka Tung Lam;;;林嘉华 Dominic Lam;;;黄奕 Crystal Huang;;;罗兰 Lan Law;;;钱嘉乐 Kar-lok Chin;;;刘浩龙 Wilfred Lau;;;谷德昭 Vincent Kuk Tak Chiu,";;;华夏电影发行有限责任公司 Huaxia Film Distribution Co.,Ltd",";;;优酷土豆股份有限公司 Youku Tudou Co.,Ltd;;;北京快乐星文化传播有限公司 Beijing Kuailexing Culture Communication Co., Ltd.;;;百姓电影有限公司 Baixing Film Co.,Ltd",2014-05-29,2014,5,29,3,2,22,"['犯罪', '惊悚', '动作', '悬疑']",4,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,"['2D', 'IMAX']",1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,False,False,False
1474,归来,111.0,2D/IMAX,爱情/历史/剧情,29147.0,8134.0,陈道明 Daoming Chen;;;巩俐 Li Gong;;;张慧雯 Huiwen Zhang;;;闫妮 Ni Yan;;;张嘉译 Jiayi Zhang;;;祖峰 Feng Zu;;;郭涛 Tao Guo;;;辛柏青 Baiqing Xin;;;丁嘉丽 Jiali Ding;;;陈小艺 Xiaoyi Chen;;;李纯 Chun Li;;;刘佩琦 Liu Peiqi;;;张金元 Jinyuan Zhang,";;;乐创文娱 Le Vision Pictures (Beijing) Co.,Ltd;;;万达影视传媒有限公司 Wanda Media Co., Ltd",";;;乐创文娱 Le Vision Pictures (Beijing) Co.,Ltd;;;万达影视传媒有限公司 Wanda Media Co., Ltd;;;和力辰光国际文化传媒（北京）股份有限公司  Heli Chen'guang International Media Co.,Ltd;;;浙江华策影视股份有限公司  Zhejiang Huace Film & TV Co., Ltd",2014-05-16,2014,5,16,4,2,20,"['爱情', '历史', '剧情']",3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"['2D', 'IMAX']",1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,False,False,False
1475,微爱之渐入佳境,120.0,2D,爱情/喜剧/剧情,28637.199,14535.0,杨颖 Angelababy;;;陈赫 Michael Chen;;;张鲁一 Luyi Zhang;;;王姬 Heidi Wong;;;姜瑞佳 Ruijia Jiang;;;句号 Hao Ju;;;涂彦倪 Yanni Tu;;;姜武 Wu Jiang;;;毛阿敏 Amin Mao;;;宋冬野 Donye.S;;;王宝强 Baoqiang Wang;;;蒋雯丽 Wenli Jiang;;;王嘉嘉 Jiajia Wang;;;佟大为 Dawei Tong;;;文章 Zhang Wen,";;;华谊兄弟传媒股份有限公司 Huayi Brothers Media Group Co.,Ltd;;;中国电影集团公司 China Film Group Corporation",";;;华谊兄弟传媒股份有限公司 Huayi Brothers Media Group Co.,Ltd",2014-12-24,2014,12,24,2,4,52,"['爱情', '喜剧', '剧情']",3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,['2D'],1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,False,False,False
1476,催眠大师,102.0,2D,惊悚/悬疑/心理,27391.0,13857.0,徐峥 Zheng Xu;;;莫文蔚 Karen Mok;;;胡静 Jing Hu;;;吕中 Zhong Lv;;;王耀庆 Yaoqing Wang;;;尹航 Hang Yin,";;;万达影视传媒有限公司 Wanda Media Co., Ltd;;;华夏电影发行有限责任公司 Huaxia Film Distribution Co.,Ltd;;;中国电影集团公司 China Film Group Corporation;;;上海电影（集团）有限公司 Shanghai Film Group Co.,Ltd;;;广东金逸珠江电影院线有限公司 GZ. JinYiZhuJiang Movie Circuit Co.,Ltd;;;大地时代电影发行（北京）有限公司 Dadi Century Films Distribution（Beijing）Co.,Ltd;;; 浙江横店电影院线有限公司 HG Entertainment;;;江苏幸福蓝海院线有限责任公司 Omnijoi Cinema Circuit LLC",";;;万达影视传媒有限公司 Wanda Media Co., Ltd",2014-04-29,2014,4,29,1,2,18,"['惊悚', '悬疑', '心理']",3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,['2D'],1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,False,False,False
1477,熊出没之夺宝熊兵,90.0,2D/3D,动画,24808.4,10154.0,,";;;卡通先生影业有限公司  Mr. Cartoon Pictures  Co.,Ltd;;;乐创文娱 Le Vision Pictures (Beijing) Co.,Ltd;;;珠江影业传媒股份有限公司 Pearl River Pictures Co., Ltd;;;影时尚传媒 Movie Media",";;;深圳市华强数字动漫有限公司 Shenzhen Huaqiang Digital Animation Co.,Ltd;;;卡通先生影业有限公司  Mr. Cartoon Pictures  Co.,Ltd;;;乐创文娱 Le Vision Pictures (Beijing) Co.,Ltd;;;珠江影业传媒股份有限公司 Pearl River Pictures Co., Ltd;;;北京电视台卡酷少儿卫视 Beijing KAKU Cartoon Satellite TV;;;北京航美影视文化有限公司 Beijing Hangmei Entertainment Co.,Ltd",2014-01-17,2014,1,17,4,1,3,['动画'],1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['2D', '3D']",1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,False,False,False
1478,撒娇女人最好命,97.0,2D,爱情,23048.5,8167.0,周迅 Xun Zhou;;;黄晓明 Xiaoming Huang;;;隋棠 Sonia Sui;;;谢依霖 Sie Yi-Lin,";;;华谊兄弟传媒股份有限公司 Huayi Brothers Media Group Co.,Ltd;;;华谊兄弟国际有限公司 Huayi Brother International Co.,Ltd;;;中国电影集团公司 China Film Group Corporation",";;;华谊兄弟传媒股份有限公司 Huayi Brothers Media Group Co.,Ltd;;;华谊兄弟国际有限公司 Huayi Brother International Co.,Ltd;;;正在电影制作有限公司 Zhengzai Film Production Co.,Ltd",2014-11-28,2014,11,28,4,4,48,['爱情'],1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['2D'],1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,False,False,False
1479,一生一世,95.0,2D,爱情,22850.6,7262.0,谢霆锋 Nicholas Tse;;;高圆圆 Yuanyuan Gao,";;;万达影视传媒有限公司 Wanda Media Co., Ltd;;;大地时代文化传播（北京）有限公司 Dadi Century Films（Beijing）Co.,Ltd;;;英皇电影发行（北京）有限公司 EMP Distribution（Beijing）Limited",";;;英皇（北京）影视文化传媒有限公司 Yinghuang（Beijing）Media Co.,Ltd;;;万达影视传媒有限公司 Wanda Media Co., Ltd;;;浙江蓝天下影视传媒有限公司 Zhejiang Lantianxia Entertainment Co.,Ltd;;;浙江金球影业有限公司 Zhejiang Golden Globe Pictures Co., Ltd;;;欢瑞世纪影视传媒股份有限公司 H&R Century Pictures Co.,Ltd;;;北京大千润彩文化发展有限公司 Beijing Daqian Runcai Media Co.,Ltd;;;浙江华策影视股份有限公司  Zhejiang Huace Film & TV Co., Ltd",2014-09-05,2014,9,5,4,3,36,['爱情'],1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['2D'],1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,False,False,False
1480,老男孩之猛龙过江,97.0,2D,喜剧,20887.301,10496.0,王太利 Taili Wang;;;屈菁菁 Jingjing Qu;;;肖央 Shawn;;;曲婉婷 Wan-ting Qu,";;;乐创文娱 Le Vision Pictures (Beijing) Co.,Ltd;;;华夏电影发行有限责任公司 Huaxia Film Distribution Co.,Ltd",";;;北京儒意欣欣影业投资有限公司 Beijing Ruyi Xinxin Film Investment Co.,Ltd;;;乐创文娱 Le Vision Pictures (Beijing) Co.,Ltd;;;优酷出品 Youku Original;;;长影集团有限责任公司 Changchun Film Group;;; 北京老男孩文化投资有限公司 Beijing Old Boy Media Investment Co.,Ltd;;;北京磐晟投资管理有限公司 Beijing Pansheng Investment Co.,Ltd;;;和力辰光国际文化传媒（北京）股份有限公司  Heli Chen'guang International Media Co.,Ltd;;;上海读客图书有限公司 Shanghai Dook Publishing Co.,Ltd;;;麦特影视文化传媒（天津）有限公司 Maxtimes Culture (TianJin) Films Co., Ltd.;;; 北京乐华圆娱文化传播股份有限公司 Beijing Lehua Yuanyu Media Co.,Ltd;;;安徽八点半文化传媒有限责任公司 Anhui Badianban Media Co.,Ltd;;;北京中金视线文化传播有限公司 Beijing Zhongjin Shixian Media Co.,Ltd;;;上海永琪企业管理有限公司 Shanghai Yongqi Enterprise Management Co.,Ltd;;;北京春天融和影视文化有限责任公司 Beijing Spring Ronghe Entertainment Co.,Ltd;;;北京千易时代文化传媒有限公司 Beijing Qianyi Shidai Media Co.,Ltd;;;东阳紫风影视制作有限公司 Dongyang Zifeng Entertainment Production Co.,Ltd;;;北京凤凰联动影视文化传播有限公司 Beijing Fonghong Entertainment Co.,Ltd;;;北京光彩影业传媒有限公司 Beijing Guangcai Film Co.,Ltd;;;北京金鹤文化传媒有限公司 Beijing Jinhe Media Co.,Ltd;;;上海儒意欣欣影视工作室 Shanghai Ruyi Xinxin Film Studio",2014-07-10,2014,7,10,3,3,28,['喜剧'],1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,['2D'],1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,False,True,False
1481,闺蜜,118.0,2D,爱情/青春,20494.4,10639.0,陈意涵 Ivy Chen;;;薛凯琪 Fiona Sit;;;杨子姗 Zishan Yang;;;余文乐 Shawn Yue;;;吴建豪 VanNess Wu;;;钟汉良 Wallace Chung,";;;北京红马传媒文化发展有限公司 Beijing Hongma Media Co.,Ltd",";;;完美星空传媒有限公司 Wanmei Xingkong Media Co.,Ltd;;; 上海世茂文化传媒有限公司 Shanghai Shimao Media Co.,Ltd;;; 中影新锐（北京）影视文化发展有限公司 Acutance Pictures Corp. of China;;;北京宸铭影视文化传媒有限公司 Beijing Chenming Media Co.,Ltd;;;电广传媒影业(北京)有限公司 TIK Films（Beijing）Pictures Co.,Ltd;;;时尚集团《时尚先生》杂志社 Fashion Group 《Fashion Gentleman》Magazine;;;重庆电影集团有限公司 ChongQing Film Group Co., LTD;;;世纪长龙影视有限公司 Century Great Dragon Co.,Ltd;;;深圳广播电影电视集团 Shenzhen Radio, Film＆Television Group;;;北京致信惠远科技文化发展有限公司 Beijing Zhixin Huiyuan Science and technology culture Co.,Ltd;;;深圳电影制片厂有限公司 Shenzhen Film Studio;;;重庆巨磊影视传媒有限公司 Chongqing Julei Entertainment Co.,Ltd",2014-07-30,2014,7,30,2,3,31,"['爱情', '青春']",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,['2D'],1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,False,True,False
1482,痞子英雄2：黎明升起,126.0,3D,动作/犯罪,20428.801,13112.0,赵又廷 Mark Chao;;;林更新 kenny Lin;;;张钧甯 Chun-Ning Chang;;;修杰楷 Jiekai Xiu;;;关颖 Terri Kwan;;;古力娜扎 Coulee Nazha;;;邹承恩 Jason Tsou;;;古力娜扎 Coulee Nazha;;;刘碧丽 Mandy Lieu;;;黄渤 Bo Huang,";;;引力影视投资有限公司 Gravity Pictures Investment Co,Ltd;;;华夏电影发行有限责任公司 Huaxia Film Distribution Co.,Ltd",";;;北京华录百纳影视股份有限公司 Beijing Hualu Baina Entertainment Co.,Ltd;;;普拉嘉国际意像影艺股份有限公司 Pulajia International Entertainment Co.,Ltd;;;引力影视投资有限公司 Gravity Pictures Investment Co,Ltd;;;东阳华录百纳影视有限公司 Dongyang Hualu Baina Entertainment Co.,Ltd;;; 北京云旗文化传媒股份有限公司 Beijing Yunqi Media Co.,Ltd;;;   引力影视国际有限公司 Yinli Entertainment International Co.,Ltd",2014-10-01,2014,10,1,2,4,40,"['动作', '犯罪']",2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,['3D'],0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,False,False,True
1483,单身男女2,113.0,2D,爱情/喜剧,19858.1,12434.0,古天乐 Louis Koo;;;杨千嬅 Miriam Yeung;;;高圆圆 Yuanyuan Gao;;;周渝民 Vic Chou;;;林雪 Suet Lam;;;吴彦祖 Daniel Wu;;;赵智江 Zhijiang Zhao,";;;寰亚电影发行（北京）有限公司 Media Asia Film Distribution (Beijing) Co.,Ltd;;;万达影视传媒有限公司 Wanda Media Co., Ltd;;;五洲电影发行有限公司 Wuzhou Film Distribution;;;华夏电影发行有限责任公司 Huaxia Film Distribution Co.,Ltd;;;北京三快在线科技有限公司 Beijing Sankuai On-line Technology Co.,Ltd",";;;北京荣信达影视艺术有限公司 Beijing Rosat Films&TV Production Co.,Ltd;;;寰亚电影制作有限公司 Media Asia Film Production Co., Ltd.;;;北京海润影业股份有限公司 Beijing Hairun Pictures Co.,Ltd;;;万达影视传媒有限公司 Wanda Media Co., Ltd;;;寰亚电影发行（北京）有限公司 Media Asia Film Distribution (Beijing) Co.,Ltd;;;银河映像（香港）有限公司 Milky Way Image（Hongkong)）Co.,Ltd",2014-11-11,2014,11,11,1,4,46,"['爱情', '喜剧']",2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,['2D'],1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,False,False,False
1484,太平轮（上）,128.0,2D/3D/IMAX,爱情/战争,19542.301,11067.0,章子怡 Ziyi Zhang;;;金城武 Takeshi Kaneshiro;;;宋慧乔 Hye-gyo Song;;;黄晓明 Xiaoming Huang;;;佟大为 Dawei Tong;;;长泽雅美 Masami Nagasawa;;;秦海璐 Amanda Qin;;;俞飞鸿 Faye Yu;;; 杨祐宁 Tony Yang;;;王千源 Qianyuan Wang;;;吴飞霞 Feixia Wu;;;杨贵媚 Yang Guimei;;;高捷 Jack Kao;;;丛珊 Shan Cong;;;林美秀 Meishiu Lin;;;于震 Zhen Yu;;;刘仪伟 Yiwei Liu;;;尤勇智 Yongzhi You;;;许还幻 Huanhuan Xu;;;林保怡 Bowie Lam;;;黑木瞳 Hitomi Kuroki;;;寇世勋 Johnny;;;黄柏钧 Denny Huang;;;寇家瑞 Kou Jia-rui,";;;乐创文娱 Le Vision Pictures (Beijing) Co.,Ltd;;;北京小马奔腾文化传媒股份有限公司 Beijing Galloping Horse Media Co.,Ltd",";;;北京小马奔腾文化传媒股份有限公司 Beijing Galloping Horse Media Co.,Ltd;;;乐创文娱 Le Vision Pictures (Beijing) Co.,Ltd;;;华谊兄弟传媒股份有限公司 Huayi Brothers Media Group Co.,Ltd;;;上海游族文化传媒有限公司 Shanghai Yoozoo Media Co.,Ltd;;;北京市文化创意产业投资基金管理有限公司 Beijing Cultural and Creactive Industries Funds Management Co.,Ltd;;;东阳盟将威影视文化有限公司 Dongyang meng jiang wei film and TV culture Co., LTD;;;浙江华策影视股份有限公司  Zhejiang Huace Film & TV Co., Ltd;;;北京天工异彩影视科技有限公司 Beijing Tiangong Yicai Film Co.,Lod;;;国家新闻出版广电总局电影卫星频道节目制作中心 China Movie Channel SARFT",2014-12-02,2014,12,2,1,4,49,"['爱情', '战争']",2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"['2D', '3D', 'IMAX']",1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,False,False,False
1485,四大名捕3,95.0,3D,古装/动作/爱情/悬疑/武侠,19233.0,10368.0,吴秀波 Wu Xiubo;;;邓超 Chao Deng;;;刘亦菲 Yifei Liu;;;郑中基 Ronald Cheng;;;邹兆龙 Collin Chou;;;黄秋生 Anthony Wong;;;江一燕 Yiyan Jiang;;;柳岩 Ada;;;于承惠 Cheng-Hui Yu;;;包贝尔 Beier Bao;;;向恬冉 Tian Ran Xiang;;;吴映洁 Even Wu;;;邓萃雯 Shereen Tang;;;刘俊伟 Lawrence Lau;;;李子雄 Waise Lee;;;苏有朋 Alec Su,";;;北京光线影业有限公司 Beijing Enlight Pictures Co.,Ltd;;;华夏电影发行有限责任公司 Huaxia Film Distribution Co.,Ltd",";;;北京光线影业有限公司 Beijing Enlight Pictures Co.,Ltd;;;香港影业国际有限公司 Hong Kong Films International Co.,Ltd",2014-08-22,2014,8,22,4,3,34,"['古装', '动作', '爱情', '悬疑', '武侠']",5,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,['3D'],0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,False,True,False
1486,大话西游之大圣娶亲,95.0,2D,喜剧/动作/冒险/爱情,18920.199,759.0,周星驰 Stephen Chow;;;朱茵 Athena Chu;;;罗家英 Kar Ying Law;;;吴孟达 Man Tat Ng;;;蔡少芬 Ada Choi;;;蓝洁瑛 Kit Ying Lam;;;李健仁 Kin-Yan Lee;;;莫文蔚 Karen Mok;;;刘镇伟 Jeffrey Lau;;;陆树铭 Shuming Lu;;;江约诚 Johnny Kong;;;吴珏瑾 Yuejin Wu,";;;华夏电影发行有限责任公司 Huaxia Film Distribution Co.,Ltd;;;北京聚合影联文化传媒有限公司 Beijing United Entertainment Partners Culture & Media Co.,Ltd",;;;西安电影制片厂有限公司 Xian Film Studio;;;西部电影集团有限公司 Western Movie Group,2014-10-24,2014,10,24,4,4,43,"['喜剧', '动作', '冒险', '爱情']",4,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,['2D'],1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,False,False,False
1487,黄飞鸿之英雄有梦,131.0,3D,动作/爱情/武侠/功夫,18422.801,7751.0,彭于晏 Eddie Peng;;;王珞丹 Luodan Wang;;;井柏然 Boran Jing;;;杨颖 Angelababy;;;梁家辉 Tony Leung Ka Fai;;;张晋 Max Zhang;;;王祖蓝 Cho-lam Wong;;;秦俊杰 Junjie Qin;;;冯嘉怡 Jiayi Feng;;;文峰 Byron Mann;;;高泰宇 Gao Tai Yu;;;洪金宝 Sammo Hung,";;;安乐（北京）电影发行有限公司 EDKO (Beijing) Distribution Co.,Ltd;;;联瑞（上海）影业有限公司 Lian Ray Pictures Co.,Ltd;;;中国电影集团公司 China Film Group Corporation",";;;北京数字印象文化传播有限公司 Beijing Digital Impression Media  Co.,Ltd;;;联合国际影业公司 United International Pictures (UIP);;;升飞国际数码特效制作有限公司 Shengfei International Digital Special Effects Production Co.,Ltd",2014-11-21,2014,11,21,4,4,47,"['动作', '爱情', '武侠', '功夫']",4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,['3D'],0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,False,False,False
1488,我的早更女友,98.0,2D,爱情/喜剧,16180.2,8780.0,周迅 Xun Zhou;;;佟大为 Dawei Tong;;;钟汉良 Wallace Chung;;;张梓琳 Zilin Zhang;;;郭书瑶 Shuyao Guo;;;陈辉虹 Fai-hung Chan;;;李静 Jing Li;;;白客 Baike;;;吴彼 Bi Wu;;;莫熙儿 Winnie,";;;新丽传媒股份有限公司 New Classic Media  Corporation;;;中国电影集团公司 China Film Group Corporation;;;华夏电影发行有限责任公司 Huaxia Film Distribution Co.,Ltd",";;;新丽传媒股份有限公司 New Classic Media  Corporation;;;深圳市腾讯视频文化传播有限公司 Tencent Video;;;北京三快在线科技有限公司 Beijing Sankuai On-line Technology Co.,Ltd",2014-12-12,2014,12,12,4,4,50,"['爱情', '喜剧']",2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,['2D'],1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,False,False,False
1489,冰封：重生之门,91.0,3D,动作/科幻/喜剧,14269.5,7130.0,甄子丹 Donnie Yen;;;王宝强 Baoqiang Wang;;;黄圣依 Eva Huang;;;任达华 Simon Yam;;;喻亢 Kang Yu;;;卢海鹏 Hoi-Pang Lo;;;庄思敏 Jacquline Ch'ng;;;林雪 Suet Lam;;;陈浩民 Ho-Man Chan;;;张少华 Shaohua Zhang;;;王宗尧 Gregory Wong,";;;乐创文娱 Le Vision Pictures (Beijing) Co.,Ltd;;;国盛影业（北京）有限公司 Guosheng Pictures（Beijing）Co.,Ltd",";;;西部电影集团有限公司 Western Movie Group;;;中盟世纪（北京）传媒有限公司 Zhongmeng Century（Beijing）Media Co., Ltd;;;国盛影业（北京）有限公司 Guosheng Pictures（Beijing）Co.,Ltd;;;中盟世纪（北京）投资有限公司 Zhongmeng Shiji（Beijing) Investment Co.,Ltd;;;乐创文娱 Le Vision Pictures (Beijing) Co.,Ltd;;;国家新闻出版广电总局电影卫星频道节目制作中心 China Movie Channel SARFT;;;北京时代先锋影艺投资有限公司 Beijing Top Times Entertainment Investment  Co.,Ltd;;;青岛凤凰影视传媒股份有限公司 Qingdao Phoenix Film & Media Co.,Ltd;;;北京麦特文化发展有限公司 Beijing MaxTimes Culture Development Co., Ltd.;;; 宇际星海传媒 Yuji Xinghai Media",2014-04-25,2014,4,25,4,2,17,"['动作', '科幻', '喜剧']",3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,['3D'],0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,False,False,False
1490,前任攻略,104.0,2D,爱情/喜剧,12968.6,1441.0,韩庚 Geng Han;;;姚星彤 Anna Yao;;;柳岩 Ada;;;班嘉佳 Jiajia Ban;;;王丽坤 Likun Wang;;;李相烨 Sang-yeop Lee;;;张涵予 Hanyu Zhang;;;李相烨 Sang-yeop Lee;;;郑恺 Ryan Zheng;;;冷中易 Joe Easy;;;黄梦莹 Maggie Wong;;;毛俊杰 Junjie Mao;;;熊乃瑾 Naijin Xiong,";;;华谊兄弟传媒股份有限公司 Huayi Brothers Media Group Co.,Ltd",";;;华谊兄弟传媒股份有限公司 Huayi Brothers Media Group Co.,Ltd;;;北京隽扉世纪文化传播有限公司 Beijing Juanfei Shiji Media Co.,Ltd;;;乐华娱乐 Yuehua Entertainment;;;天津金润文华传媒有限公司 Tianjin Kingrun Media Co.,Ltd;;;北京网秦天下科技有限公司 Beijing Wangqin Tianxia Technology Co.,Ltd;;;致远博翱影业（北京）有限公司 Zhiyuan Bo'ao Pictures（Beijing）Co.,Ltd",2014-01-31,2014,1,31,4,1,5,"['爱情', '喜剧']",2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,['2D'],1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,True,False,False
